book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
1579,6472246,6472246,6663373,15,446552445,9780446552450.0,Chelsea Handler,2010.0,Chelsea Chelsea Bang Bang,Chelsea Chelsea Bang Bang,en-US,3.81,55355,57939,2918,1536,4300,15147,19625,17331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1595,318431,318431,2501119,113,316548189,9780316548180.0,Nelson Mandela,1994.0,Long Walk to Freedom: The Autobiography of Nelson Mandela,Long Walk to Freedom,eng,4.31,43927,47921,2585,664,1050,5745,15748,24714,https://images.gr-assets.com/books/1327997342m/318431.jpg,https://images.gr-assets.com/books/1327997342s/318431.jpg,0
1613,2195464,2195464,2475030,120,307269191,9780307269200.0,"Haruki Murakami, Philip Gabriel",2007.0,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],What I Talk About When I Talk About Running,eng,3.79,49344,61740,6144,820,3864,17403,25073,14580,https://images.gr-assets.com/books/1473397159m/2195464.jpg,https://images.gr-assets.com/books/1473397159s/2195464.jpg,0
1615,6480781,6480781,6672023,60,307268195,9780307268200.0,"Andre Agassi, J.R. Moehringer",2009.0,Open: An Autobiography,Open,eng,4.18,47185,52701,4781,653,1512,7611,20869,22056,https://images.gr-assets.com/books/1320520930m/6480781.jpg,https://images.gr-assets.com/books/1320520930s/6480781.jpg,0
1656,38743,38743,2752234,53,312330863,9780312330870.0,James Herriot,1973.0,All Things Bright and Beautiful,All Things Bright and Beautiful (All Creatures Great and Small),en-US,4.3,57626,59698,742,1075,1295,7347,19029,30952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1672,10235,10235,1639628,42,812973011,9780812973010.0,Tracy Kidder,2003.0,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",eng,4.21,53019,55178,4220,674,1808,8174,19341,25181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1691,36529,36529,1990110,660,1580495761,9781580495770.0,Frederick Douglass,1845.0,Narrative of the Life of Frederick Douglass,Narrative of the Life of Frederick Douglass,eng,3.97,55576,65135,2762,1758,3733,13634,21887,24123,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1778,91767,91767,88533,42,60085894,9780060085900.0,Hayden Herrera,1983.0,Frida. A Biography of Frida Kahlo,Frida: A Biography of Frida Kahlo,,3.94,43976,44533,330,1931,2549,8856,14023,17174,https://images.gr-assets.com/books/1407108642m/91767.jpg,https://images.gr-assets.com/books/1407108642s/91767.jpg,0
1810,23848559,23848559,43075476,38,1250077001,9781250077000.0,Jenny  Lawson,2015.0,Furiously Happy,Furiously Happy: A Funny Book About Horrible Things,eng,3.93,59743,67556,8498,2513,4499,13107,22580,24857,https://images.gr-assets.com/books/1429101901m/23848559.jpg,https://images.gr-assets.com/books/1429101901s/23848559.jpg,0
1815,5509,5509,558948,48,671662341,9780671662350.0,"Miep Gies, Alison Leslie Gold",1987.0,Anne Frank Remembered,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,eng,4.26,50412,51027,629,1015,1480,6893,15228,26411,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1839,454856,454856,2119898,30,307395987,9780307395990.0,John Elder Robison,2007.0,Look Me in the Eye: My Life with Asperger's,Look Me in the Eye: My Life with Asperger's,en-US,3.91,48189,51937,3736,732,2788,12621,20273,15523,https://images.gr-assets.com/books/1320509615m/454856.jpg,https://images.gr-assets.com/books/1320509615s/454856.jpg,0
1844,96647,96647,908343,47,1401307450,9781401307460.0,"Anthony Kiedis, Larry Sloman",2004.0,Scar Tissue,Scar Tissue,eng,4.1,45203,47328,2078,800,2035,8401,16713,19379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1856,79790,79790,3034,32,312315953,9780312315960.0,Augusten Burroughs,2004.0,Magical Thinking: True Stories,Magical Thinking: True Stories,en-US,3.96,45554,46808,1525,530,2057,11121,17986,15114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1897,2743,2743,23673,48,1558745157,9781558745160.0,Dave Pelzer,1997.0,,The Lost Boy (Dave Pelzer #2),eng,4.08,46847,50258,2495,510,2068,10426,17223,20031,https://images.gr-assets.com/books/1282635105m/2743.jpg,https://images.gr-assets.com/books/1282635105s/2743.jpg,0
1927,401514,401514,525961,56,038000321X,9780380003210.0,Piers Paul Read,1974.0,Alive: The Story of the Andes Survivors,Alive: The Story of the Andes Survivors,eng,4.08,49300,50631,940,455,1337,10066,20488,18285,https://images.gr-assets.com/books/1404247131m/401514.jpg,https://images.gr-assets.com/books/1404247131s/401514.jpg,0
1942,10211494,10211494,15110962,15,080509329X,9780805093290.0,Rob Lowe,2011.0,,Stories I Only Tell My Friends,en-US,3.77,47323,50460,4440,1555,3272,12961,19965,12707,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1978,14241,14241,1269768,34,143035746,9780143035750.0,Mary Karr,1995.0,The Liars' Club: A Memoir,The Liars' Club,eng,3.92,45153,47561,2259,950,2756,10793,17561,15501,https://images.gr-assets.com/books/1499665766m/14241.jpg,https://images.gr-assets.com/books/1499665766s/14241.jpg,0
2010,42603,42603,2444552,55,451208641,9780451208640.0,John Howard Griffin,1960.0,Black Like Me,Black Like Me,en-US,4.12,47324,49655,2065,385,1487,9360,18937,19486,https://images.gr-assets.com/books/1311696842m/42603.jpg,https://images.gr-assets.com/books/1311696842s/42603.jpg,0
2042,15851746,15851746,21599077,63,1451695195,9781451695200.0,Eben Alexander,2012.0,Proof of Heaven: A Neurosurgeon's Journey Into the Afterlife,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,en-US,3.68,37150,43062,4604,1986,4145,11539,13577,11815,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2063,40189,40189,940715,72,679731148,9780679731150.0,Peter Mayle,1989.0,A Year in Provence,A Year in Provence,eng,3.94,47139,49043,2329,659,2349,11566,19015,15454,https://images.gr-assets.com/books/1494896848m/40189.jpg,https://images.gr-assets.com/books/1494896848s/40189.jpg,0
2108,395233,395233,1687522,32,140446745,9780140446750.0,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",1914.0,The Letters of Vincent van Gogh,The Letters of Vincent van Gogh,en-GB,3.99,48040,48368,237,2279,2888,8706,13508,20987,https://images.gr-assets.com/books/1328110665m/395233.jpg,https://images.gr-assets.com/books/1328110665s/395233.jpg,0
2139,22543496,22543496,41987016,93,62301233,,Ashlee Vance,2015.0,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Elon Musk: Inventing the Future,eng,4.25,55606,76605,4163,1940,1882,8573,27233,36977,https://images.gr-assets.com/books/1404411386m/22543496.jpg,https://images.gr-assets.com/books/1404411386s/22543496.jpg,0
2144,6882,6882,1289201,163,61120669,9780061120660.0,Henri Charrière,1969.0,Papillon,Papillon,,4.23,39073,43357,1421,349,1145,6297,15869,19697,https://images.gr-assets.com/books/1327865561m/6882.jpg,https://images.gr-assets.com/books/1327865561s/6882.jpg,0
2173,16141924,16141924,21973739,16,385349068,9780385349060.0,Jim Gaffigan,2013.0,Dad Is Fat,Dad Is Fat,,3.76,40489,46767,6014,827,3199,13535,17973,11233,https://images.gr-assets.com/books/1354052742m/16141924.jpg,https://images.gr-assets.com/books/1354052742s/16141924.jpg,0
2175,16130,16130,1205304,6,143034758,9780143034760.0,Ron Chernow,2004.0,Alexander Hamilton,Alexander Hamilton,eng,4.26,46198,51554,4162,1034,1503,6338,17059,25620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2186,10104,10104,430173,22,802136834,9780802136830.0,Alison Weir,1980.0,The Six Wives of Henry VIII,The Six Wives of Henry VIII,en-US,4.1,47913,49615,1282,858,1471,8871,19013,19402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2229,227603,227603,892616,30,1573225126,9781573225120.0,Elizabeth Wurtzel,1994.0,Prozac Nation,Prozac Nation,en-US,3.57,44408,46771,1526,1978,5481,14145,14063,11104,https://images.gr-assets.com/books/1282607176m/227603.jpg,https://images.gr-assets.com/books/1282607176s/227603.jpg,0
2233,61115,61115,904703,30,031242681X,9780312426810.0,Augusten Burroughs,2006.0,Possible Side Effects,Possible Side Effects,en-US,3.97,38243,39653,1351,411,1619,9269,15626,12728,https://images.gr-assets.com/books/1412064839m/61115.jpg,https://images.gr-assets.com/books/1412064839s/61115.jpg,0
2247,193755,193755,565494,87,375701214,9780375701210.0,"Jean-Dominique Bauby, Jeremy Leggatt",1997.0,Le Scaphandre et le Papillon,The Diving Bell and the Butterfly,en-US,4.01,41037,45508,3657,572,2098,9483,17444,15911,https://images.gr-assets.com/books/1336930564m/193755.jpg,https://images.gr-assets.com/books/1336930564s/193755.jpg,0
2248,13538641,13538641,19100984,23,805096663,9780805096670.0,"Bill O'Reilly, Martin Dugard",2012.0,Killing Kennedy: The End of Camelot,Killing Kennedy: The End of Camelot,eng,4.05,35799,40216,3844,888,1435,7031,16420,14442,https://images.gr-assets.com/books/1337689366m/13538641.jpg,https://images.gr-assets.com/books/1337689366s/13538641.jpg,0
2250,10538,10538,2252299,63,076791936X,9780767919360.0,Bill Bryson,2006.0,The Life and Times of The Thunderbolt Kid: A Memoir,The Life and Times of the Thunderbolt Kid,,3.93,42680,46658,4015,709,2386,10824,18212,14527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2252,4912,4912,1779262,85,6551815,9780006551810.0,Frank McCourt,1999.0,'Tis: A Memoir,"'Tis (Frank McCourt, #2)",eng,3.66,40726,46748,1919,652,3689,15825,17256,9326,https://images.gr-assets.com/books/1375947803m/4912.jpg,https://images.gr-assets.com/books/1375947803s/4912.jpg,0
2255,361459,361459,1805379,50,679763309,9780679763310.0,Kay Redfield Jamison,1995.0,An Unquiet Mind: A Memoir of Moods and Madness,An Unquiet Mind: A Memoir of Moods and Madness,eng,4.03,41102,44200,2513,716,1971,8800,16428,16285,https://images.gr-assets.com/books/1350028748m/361459.jpg,https://images.gr-assets.com/books/1350028748s/361459.jpg,0
2263,7501962,7501962,6801520,37,1595551387,9781595551380.0,Eric Metaxas,2009.0,"Bonhoeffer: Pastor, Martyr, Prophet, Spy","Bonhoeffer: Pastor, Martyr, Prophet, Spy",eng,4.23,35611,38613,2924,1234,1342,4577,11574,19886,https://images.gr-assets.com/books/1298218180m/7501962.jpg,https://images.gr-assets.com/books/1298218180s/7501962.jpg,0
2288,24687,24687,2434074,41,375758992,9780375759000.0,Alexandra Fuller,2001.0,Don't Let's Go to the Dogs Tonight: An African Childhood,Don't Let's Go to the Dogs Tonight,eng,3.96,39298,41866,2942,636,2054,9046,16862,13268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2305,11797365,11797365,16750147,71,670023329,9780670023320.0,Blaine Harden,2012.0,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,eng,3.99,37392,42712,4268,582,1468,9050,18139,13473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2320,14318,14318,20014,79,743244583,9780743244590.0,Bob Dylan,2004.0,Chronicles: Volume One,"Chronicles, Vol. 1",eng,3.98,35468,38117,1350,1010,2024,7643,13330,14110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2335,29405093,29405093,48759154,30,1501139886,9781501139890.0,Amy Schumer,2016.0,The Girl with the Lower Back Tattoo,The Girl with the Lower Back Tattoo,eng,3.76,47809,54101,5840,1288,3467,14704,21986,12656,https://images.gr-assets.com/books/1462657819m/29405093.jpg,https://images.gr-assets.com/books/1462657819s/29405093.jpg,0
2349,15814872,15814872,21585027,50,525953728,9780525953720.0,"Mark Owen, Kevin Maurer",2012.0,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,en-US,3.95,32267,37842,3561,424,1854,8781,14847,11936,https://images.gr-assets.com/books/1345815909m/15814872.jpg,https://images.gr-assets.com/books/1345815909s/15814872.jpg,0
2363,180066,180066,3099735,33,618683356,9780618683350.0,David Sheff,2007.0,Beautiful Boy: A Father's Journey Through His Son's Meth Addiction,Beautiful Boy: A Father's Journey Through His Son's Addiction,en-US,4.03,36682,38205,3325,356,1491,7850,15553,12955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2386,9522,9522,25686510,12,2844140580,9782844140590.0,Marjane Satrapi,2000.0,,"Persepolis, Volume 1",fre,4.27,46993,47133,301,1200,1409,5430,14422,24672,https://images.gr-assets.com/books/1375777630m/9522.jpg,https://images.gr-assets.com/books/1375777630s/9522.jpg,0
2451,9517,9517,6127168,29,375714669,9780375714660.0,"Marjane Satrapi, Anjali Singh",2001.0,Persepolis 2,"Persepolis 2: The Story of a Return (Persepolis, #2)",eng,4.23,45718,46982,1991,301,1157,6932,17596,20996,https://images.gr-assets.com/books/1327865598m/9517.jpg,https://images.gr-assets.com/books/1327865598s/9517.jpg,0
2579,178357,178357,459137,8,349119759,9780349119760.0,David Sedaris,1998.0,SantaLand Diaries,SantaLand Diaries,en-US,4.33,38297,38509,393,284,797,4876,12574,19978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2584,393199,393199,2374970,164,015626224X,9780156262250.0,George Orwell,1933.0,Down and Out in Paris and London,Down and Out in Paris and London,en-US,4.1,34739,40499,2633,199,1194,7293,17621,14192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2649,112803,112803,1744912,208,807059099,9780807059100.0,Mahatma Gandhi,1940.0,An Autobiography or The Story of My Experiments with Truth,The Story of My Experiments With Truth,eng,4.07,28177,33088,1369,708,1526,6116,11252,13486,https://images.gr-assets.com/books/1320560971m/112803.jpg,https://images.gr-assets.com/books/1320560971s/112803.jpg,0
2650,2265,2265,2468379,54,425179613,9780425179610.0,"Lance Armstrong, Sally Jenkins",1999.0,It's Not About the Bike: My Journey Back to Life,It's Not About the Bike: My Journey Back to Life,en-US,3.72,31963,33545,1881,1222,2315,9062,12918,8028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2680,52309,52309,598905,834,743255062,9780743255070.0,"Benjamin Franklin, Lewis Leary",1791.0,,The Autobiography of Benjamin Franklin,eng,3.83,33061,43113,2159,1482,2925,10378,15150,13178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2702,6114607,6114607,6292672,4,143116231,9780143116230.0,Jennifer Worth,2002.0,Call the midwife : a true story of the East End in the 1950s,"The Midwife: A Memoir of Birth, Joy, and Hard Times",en-US,4.17,19176,39141,5112,291,809,5844,17076,15121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2720,639864,639864,2066960,210,876120834,9780876120840.0,Paramahansa Yogananda,1946.0,Autobiography of a Yogi,Autobiography of a Yogi,en-US,4.22,26713,31616,1408,752,1391,4587,8413,16473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2742,9160695,9160695,14039744,49,1594202842,9781594202840.0,Amy Chua,2011.0,,Battle Hymn of the Tiger Mother,eng,3.61,34710,38736,6270,990,3331,12436,15039,6940,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2777,13414676,13414676,18713903,41,307594033,9780307594040.0,Will Schwalbe,2012.0,The End of Your Life Bookclub,The End of Your Life Book Club,eng,3.81,35412,39636,6644,1016,2905,9783,14960,10972,https://images.gr-assets.com/books/1333576665m/13414676.jpg,https://images.gr-assets.com/books/1333576665s/13414676.jpg,0
2784,8099187,8099187,12842742,39,307590615,9780307590620.0,George W. Bush,2010.0,Decision Points,Decision Points,eng,3.77,28943,31666,2557,1293,1906,7652,12627,8188,https://images.gr-assets.com/books/1320428975m/8099187.jpg,https://images.gr-assets.com/books/1320428975s/8099187.jpg,0
2788,22609391,22609391,42099162,30,1476728747,9781476728740.0,David McCullough,2015.0,The Wright Brothers,The Wright Brothers,eng,4.16,35786,41469,4425,984,1232,5673,15914,17666,https://images.gr-assets.com/books/1430942575m/22609391.jpg,https://images.gr-assets.com/books/1430942575s/22609391.jpg,0
2790,3147367,3147367,3178858,17,1400063256,9781400063250.0,Jon Meacham,2008.0,American Lion: Andrew Jackson in the White House,American Lion: Andrew Jackson in the White House,en-US,3.76,32564,33439,1378,1309,2419,8198,12414,9099,https://images.gr-assets.com/books/1320480904m/3147367.jpg,https://images.gr-assets.com/books/1320480904s/3147367.jpg,0
2804,18039963,18039963,21979139,28,1451651694,9781451651690.0,"Amanda Lindhout, Sara Corbett",2013.0,A House in the Sky,A House in the Sky,eng,4.2,29369,33140,3574,481,955,4513,12644,14547,https://images.gr-assets.com/books/1370379455m/18039963.jpg,https://images.gr-assets.com/books/1370379455s/18039963.jpg,0
2844,408615,408615,69191,47,1401908977,9781401908970.0,"Immaculée Ilibagiza, Steve Erwin",2006.0,Left to Tell: Discovering God Amidst the Rwandan Holocaust,Left to Tell: Discovering God Amidst the Rwandan Holocaust,eng,4.43,30270,31952,4644,303,540,3066,9238,18805,https://images.gr-assets.com/books/1328860563m/408615.jpg,https://images.gr-assets.com/books/1328860563s/408615.jpg,0
2855,18667945,18667945,26493608,35,039916927X,9780399169270.0,Sophia Amoruso,2014.0,,#GIRLBOSS,eng,3.71,40090,43741,2980,2080,4220,11094,13126,13221,https://images.gr-assets.com/books/1390931472m/18667945.jpg,https://images.gr-assets.com/books/1390931472s/18667945.jpg,0
2885,3257136,3257136,3292360,103,446407410,9780446407410.0,"Vicki Myron, Bret Witter",2008.0,Dewey: The Small-Town Library Cat Who Touched the World,Dewey: The Small-Town Library Cat Who Touched the World,eng,3.85,40356,43295,5439,987,3336,10995,13816,14161,https://images.gr-assets.com/books/1398144610m/3257136.jpg,https://images.gr-assets.com/books/1398144610s/3257136.jpg,0
2906,21412202,21412202,27029851,1,1476764026,9781476764020.0,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014.0,As You Wish: Inconceivable Tales from the Making of The Princess Bride,As You Wish: Inconceivable Tales from the Making of The Princess Bride,eng,4.08,31886,34379,6019,811,1143,5803,13229,13393,https://images.gr-assets.com/books/1418103917m/21412202.jpg,https://images.gr-assets.com/books/1418103917s/21412202.jpg,0
2910,138269,138269,985716,73,1840187166,9781840187170.0,"Frank W. Abagnale, Stan Redding",1980.0,Catch Me If You Can,Catch Me If You Can: The True Story of a Real Fake,eng,4.05,32048,36201,1757,357,1326,7352,14245,12921,https://images.gr-assets.com/books/1358730242m/138269.jpg,https://images.gr-assets.com/books/1358730242s/138269.jpg,0
2925,6534932,6534932,6727073,11,345518519,9780345518510.0,Kathy Griffin,2009.0,Official Book Club Selection: A Memoir According to Kathy Griffin,Official Book Club Selection: A Memoir According to Kathy Griffin,en-US,3.8,31685,32718,1426,1304,2120,8243,11250,9801,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2948,9219901,9219901,14099848,18,1439177805,9781439177810.0,Portia de Rossi,2010.0,,Unbearable Lightness: A Story of Loss and Gain,,3.83,30676,33353,2414,854,2265,8272,12285,9677,https://images.gr-assets.com/books/1292739170m/9219901.jpg,https://images.gr-assets.com/books/1292739170s/9219901.jpg,0
3012,23481669,23481669,43072491,10,,,Donna Mabry,2014.0,,Maude,,4.05,28316,28423,2357,537,1307,5140,10543,10896,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3104,106590,106590,1733479,16,068482535X,9780684825360.0,David Herbert Donald,1995.0,Lincoln,Lincoln,eng,4.17,25995,26449,425,485,845,4047,9285,11787,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3119,3465,3465,7258,54,446694851,9780446694860.0,"Nicholas Sparks, Micah Sparks",2004.0,Three Weeks with My Brother,Three Weeks With My Brother,eng,4.01,32208,33910,2654,674,1880,6982,11287,13087,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3123,2159,2159,1734580,71,452287081,9780452287080.0,John Perkins,2004.0,Confessions of an Economic Hit Man,Confessions of an Economic Hit Man,en-US,3.83,19726,26245,3036,663,1851,6174,10056,7501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3142,40923,40923,210239,24,812966007,9780812966010.0,Edmund Morris,2001.0,Theodore Rex,Theodore Rex,eng,4.16,29474,30577,866,556,1079,4598,11118,13226,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3152,2054761,2054761,2059929,7,553805096,9780553805090.0,Alice Schroeder,2008.0,The Snowball: Warren Buffett and the Business of Life,The Snowball: Warren Buffett and the Business of Life,eng,4.05,27007,28104,912,875,1266,4806,9687,11470,https://images.gr-assets.com/books/1320458276m/2054761.jpg,https://images.gr-assets.com/books/1320458276s/2054761.jpg,0
3261,7897478,7897478,11141306,18,,,Sarah Silverman,2010.0,"The Bedwetter: Stories of Courage, Redemption and Pee","The Bedwetter: Stories of Courage, Redemption, and Pee",eng,3.52,27706,30176,1949,1207,3272,10126,9864,5707,https://images.gr-assets.com/books/1269295414m/7897478.jpg,https://images.gr-assets.com/books/1269295414s/7897478.jpg,0
3270,18170143,18170143,25488999,49,316253014,9780316253020.0,Chris Hadfield,2013.0,An Astronaut’s Guide to Life on Earth,An Astronaut's Guide to Life on Earth,eng,4.14,25474,29675,2831,627,1025,4534,10905,12584,https://images.gr-assets.com/books/1380495144m/18170143.jpg,https://images.gr-assets.com/books/1380495144s/18170143.jpg,0
3307,78508,78508,980007,24,767913736,9780767913740.0,Candice Millard,2005.0,The River of Doubt: Theodore Roosevelt's Darkest Journey,The River of Doubt: Theodore Roosevelt's Darkest Journey,en-US,4.16,30894,33114,3208,515,1018,5011,12750,13820,https://images.gr-assets.com/books/1430014768m/78508.jpg,https://images.gr-assets.com/books/1430014768s/78508.jpg,0
3315,17287028,17287028,24036009,2,1250040159,9781250040150.0,"Elizabeth  Smart, Chris Stewart",2013.0,,My Story,eng,3.77,23294,25846,3604,1048,1889,6465,8899,7545,https://images.gr-assets.com/books/1367749530m/17287028.jpg,https://images.gr-assets.com/books/1367749530s/17287028.jpg,0
3349,6174,6174,851110,134,684826801,9780684826810.0,"Primo Levi, Stuart J. Woolf, Philip Roth",1947.0,Se questo è un uomo,Survival in Auschwitz,eng,4.28,25625,32801,1182,354,802,4436,11061,16148,https://images.gr-assets.com/books/1414374949m/6174.jpg,https://images.gr-assets.com/books/1414374949s/6174.jpg,0
3356,818811,818811,2782429,31,767927567,9780767927570.0,"Carolyn Jessop, Laura Palmer",2007.0,Escape,Escape,en-US,3.96,28581,30543,4148,348,1322,7112,12163,9598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3419,152519,152519,330710,341,486419312,9780486419310.0,Harriet Jacobs,1861.0,Incidents in the Life of a Slave Girl Written by Herself,Incidents in the Life of a Slave Girl,eng,4.08,24744,32172,1685,430,1287,6330,11468,12657,https://images.gr-assets.com/books/1418788224m/152519.jpg,https://images.gr-assets.com/books/1418788224s/152519.jpg,0
3421,8255917,8255917,13103688,26,1594202664,9781594202670.0,Ron Chernow,2010.0,Washington: A Life,Washington: A Life,eng,4.09,28598,30023,1414,1149,1207,4525,9990,13152,https://images.gr-assets.com/books/1348969179m/8255917.jpg,https://images.gr-assets.com/books/1348969179s/8255917.jpg,0
